,X,Y,FID,Hora,Fecha,Comuna,Cód_Tipo_,Cód_Tipo1,Cód_Zona,Cód_Ubica,Cód_Causa,Cód_Cau_1,Cód_Calza,Cód__Tipo,Cód_Estad,Cód_Condi,Cód_Est_1,Fallecidos,Graves,Menos_Grav,Leves,Encoded_mes,Encoded_comuna
3061,-70.571487,-33.470253,3231,18:20:00,02,PEÑALOLEN,31,30,1,11,1,27,3,1,1,1,1,0,0,0,1,02,23
3062,-70.658363,-33.528164,3233,18:50:00,02,LA CISTERNA,34,30,1,14,10,65,2,1,1,1,1,0,0,1,0,02,9
3063,-70.636696,-33.542351,3616,18:50:00,02,SAN RAMON,31,30,1,1,1,14,2,2,1,1,1,0,0,0,1,02,35
3064,-70.624725,-33.629395,3617,19:10:00,02,PUENTE ALTO,32,30,1,1,13,97,2,2,1,1,1,0,1,0,0,02,27
3065,-70.681747,-33.605026,3618,19:30:00,02,LA PINTANA,51,40,1,1,13,97,2,2,1,1,1,0,0,0,0,02,12
3066,-70.624466,-33.456989,3619,19:30:00,02,ÑUÑOA,32,30,1,1,1,29,1,2,1,1,1,0,0,0,0,02,39
3067,-70.672287,-33.485596,3620,19:30:00,02,PEDRO AGUIRRE CERDA,63,40,1,1,4,24,1,2,1,1,1,0,0,0,0,02,22
3068,-70.664833,-33.476135,3621,20:00:00,02,PEDRO AGUIRRE CERDA,32,30,1,1,10,66,1,2,1,1,1,0,0,0,0,02,22
3069,-70.574348,-33.519146,3622,20:40:00,02,LA FLORIDA,34,30,1,1,1,93,2,2,1,1,2,0,0,0,0,02,10
3070,-70.5633049,-33.5860077,3623,21:00:00,02,PUENTE ALTO,31,30,1,11,1,27,3,1,2,1,1,0,0,0,0,02,27
3071,-70.644691,-33.389839,3624,21:10:00,02,RECOLETA,32,30,1,16,1,27,2,2,1,1,1,0,0,1,0,02,30
3072,-70.713188,-33.452248,3625,22:00:00,02,LO PRADO,32,30,1,15,1,91,2,2,1,1,1,0,0,0,1,02,18
3073,-70.59063,-33.510048,3626,22:25:00,02,LA FLORIDA,63,40,1,1,1,29,2,1,1,1,1,0,0,0,0,02,10
3074,-70.585495,-33.56076,3627,22:40:00,02,LA FLORIDA,32,30,1,1,1,29,3,1,2,1,1,0,0,0,0,02,10
3075,-70.655388,-33.51334,3628,22:45:00,02,SAN MIGUEL,65,40,1,14,13,97,2,1,1,4,1,0,0,0,0,02,34
3076,-70.584953,-33.563854,3629,23:15:00,02,LA FLORIDA,20,20,1,11,3,43,2,2,1,1,1,0,0,0,1,02,10
3077,-70.627747,-33.595036,3630,23:25:00,02,LA PINTANA,33,30,1,11,13,97,3,2,1,1,1,0,0,0,0,02,12
3078,-70.668335,-33.441463,3631,00:20:00,02,SANTIAGO,32,30,1,1,4,24,3,2,1,1,1,0,0,0,0,02,36
3079,-70.539856,-33.413898,3632,01:30:00,02,LAS CONDES,33,30,1,1,14,98,2,2,2,1,1,0,0,0,0,02,15
3080,-70.603897,-33.437656,3633,03:10:00,02,PROVIDENCIA,31,30,1,11,1,91,2,2,2,1,1,0,1,0,0,02,25
3081,-70.541206,-33.3839,3634,03:30:00,02,VITACURA,51,40,1,1,4,24,2,2,1,1,1,0,0,0,0,02,38
3082,-70.6501705,-33.5362036,3635,04:15:00,02,LA CISTERNA,32,30,1,14,10,65,2,1,1,1,1,0,0,0,0,02,9
3083,-70.569649,-33.510979,3636,05:20:00,02,PEÑALOLEN,51,40,1,11,9,95,3,2,1,3,1,0,0,0,1,02,23
3084,-70.561134,-33.505436,3637,07:40:00,02,PEÑALOLEN,31,30,1,1,1,27,2,2,1,1,1,0,0,0,1,02,23
3085,-70.577827,-33.571125,3638,07:55:00,02,PUENTE ALTO,64,40,1,15,13,97,2,2,1,1,1,0,1,0,0,02,27
3086,-70.63063,-33.480915,3639,07:55:00,02,SAN JOAQUIN,32,30,1,14,10,65,1,2,1,1,1,0,0,0,0,02,33
3087,-70.729507,-33.505199,3640,08:30:00,02,CERRILLOS,33,30,1,1,13,97,1,2,1,1,1,0,0,0,3,02,1
3088,-70.662216,-33.37463,3641,08:30:00,02,CONCHALI,32,30,1,1,13,97,2,2,1,1,1,0,0,0,1,02,4
3089,-70.705368,-33.445942,3642,09:00:00,02,QUINTA NORMAL,68,40,1,4,13,97,1,4,1,1,1,0,0,0,0,02,29
3090,-70.692192,-33.454281,3643,09:40:00,02,ESTACION CENTRAL,30,30,1,26,1,27,1,2,2,1,1,0,0,0,0,02,6
3091,-70.598755,-33.406181,3644,09:45:00,02,VITACURA,63,40,1,11,13,97,2,2,1,1,1,0,0,0,2,02,38
3092,-70.6293254,-33.4319763,3645,10:00:00,02,PROVIDENCIA,31,30,1,1,1,27,1,2,1,1,1,0,0,0,0,02,25
3093,-70.665581,-33.430645,3646,10:40:00,02,SANTIAGO,32,30,1,1,1,27,1,1,1,1,1,0,0,0,0,02,36
3094,-70.793289,-33.410633,3647,10:50:00,02,PUDAHUEL,64,40,1,1,14,98,1,2,1,1,1,0,0,0,0,02,26
3095,-70.707016,-33.531132,3648,12:00:00,02,CERRILLOS,34,30,1,21,1,27,2,2,1,1,1,0,0,0,1,02,1
3096,-70.6418103,-33.4776532,3649,12:30:00,02,SAN JOAQUIN,33,30,1,11,13,97,1,2,1,1,1,0,0,0,0,02,33
3097,-70.557487,-33.482563,3650,12:50:00,02,PEÑALOLEN,31,30,1,15,10,64,2,1,1,1,1,0,0,0,0,02,23
3098,-70.692436,-33.484303,3651,13:30:00,02,CERRILLOS,33,30,1,1,1,11,3,2,1,1,1,0,0,0,1,02,1
3099,-70.57003,-33.612133,3652,13:30:00,02,PUENTE ALTO,65,40,1,11,13,97,2,1,1,1,1,0,0,0,0,02,27
3100,-70.644768,-33.543095,3653,13:55:00,02,SAN RAMON,32,30,1,16,1,27,2,2,1,1,1,0,0,0,0,02,35
3101,-70.731003,-33.444672,3654,14:30:00,02,LO PRADO,33,30,1,11,13,97,2,2,1,1,1,0,0,0,2,02,18
3102,-70.643684,-33.447803,3655,14:30:00,02,SANTIAGO,64,40,1,15,1,27,1,2,1,1,1,0,0,0,1,02,36
3103,-70.577827,-33.571125,3656,14:50:00,02,PUENTE ALTO,32,30,1,15,10,64,1,1,2,1,1,0,0,0,0,02,27
3104,-70.627747,-33.595036,3657,15:05:00,02,LA PINTANA,32,30,1,11,13,97,3,2,1,1,1,0,0,0,2,02,12
3105,-70.611153,-33.453503,3658,15:58:00,02,ÑUÑOA,51,40,1,11,9,95,1,2,1,1,1,0,0,0,0,02,39
3106,-70.601364,-33.478256,3659,16:40:00,02,MACUL,32,30,1,1,1,11,2,1,1,1,1,0,0,0,0,02,19
3107,-70.557518,-33.405098,3660,16:50:00,02,LAS CONDES,99,99,1,26,14,98,2,1,1,1,1,0,0,1,0,02,15
3108,-70.5168,-33.373646,3661,17:00:00,02,LAS CONDES,31,30,1,1,14,98,2,2,2,1,1,0,0,0,2,02,15
3109,-70.657021,-33.377075,3662,17:00:00,02,CONCHALI,32,30,1,26,13,97,2,1,2,1,1,0,0,0,0,02,4
3110,-70.6263536,-33.3962189,3663,17:00:00,02,RECOLETA,32,30,1,11,1,28,2,2,2,1,1,0,0,0,1,02,30
3111,-70.676323,-33.521168,3664,17:08:00,02,LA CISTERNA,33,30,1,11,1,28,1,1,1,1,1,0,0,0,0,02,9
3112,-70.605865,-33.432384,3665,17:15:00,02,PROVIDENCIA,31,30,1,11,10,62,1,1,1,1,1,0,0,0,1,02,25
3113,-70.498978,-33.390091,3666,17:35:00,02,LAS CONDES,31,30,1,1,14,98,3,2,2,1,1,0,1,0,1,02,15
3114,-70.748512,-33.49205,3667,17:35:00,02,MAIPU,52,40,1,1,13,97,2,2,1,1,1,0,0,0,0,02,20
3115,-70.59024,-33.604565,3668,17:50:00,02,PUENTE ALTO,51,40,1,1,13,97,3,1,1,1,1,0,0,0,2,02,27
3116,-70.68232,-33.373138,3669,18:00:00,02,CONCHALI,51,40,1,1,13,97,2,1,2,1,1,0,0,0,0,02,4
3117,-70.687714,-33.453232,3670,18:20:00,02,ESTACION CENTRAL,32,30,1,26,1,27,3,2,2,1,1,0,0,0,0,02,6
3118,-70.77919,-33.443886,3671,18:30:00,02,PUDAHUEL,65,40,1,22,1,27,3,2,1,1,1,0,0,0,0,02,26
3119,-70.601151,-33.454517,3672,18:30:00,02,ÑUÑOA,63,40,1,15,1,27,3,2,1,1,1,0,0,0,0,02,39
3120,-70.56617,-33.41243,3673,18:30:00,02,LAS CONDES,99,99,1,26,14,98,2,1,1,1,1,0,0,0,1,02,15
3121,-70.676849,-33.388783,3674,19:00:00,02,CONCHALI,33,30,1,26,13,97,1,1,2,1,1,0,0,0,0,02,4
3122,-70.634071,-33.437134,3675,20:00:00,02,PROVIDENCIA,34,30,1,1,1,27,1,2,1,1,1,0,0,0,0,02,25
3123,-70.634071,-33.437134,3676,20:00:00,02,PROVIDENCIA,33,30,1,11,1,28,3,2,1,1,1,0,0,0,0,02,25
3124,-70.687714,-33.453232,3677,20:50:00,02,ESTACION CENTRAL,10,10,1,26,13,97,3,2,2,1,1,0,0,0,1,02,6
3125,-70.732368,-33.522331,3678,21:30:00,02,MAIPU,10,10,1,1,13,97,1,1,1,1,1,0,0,1,0,02,20
3126,-70.5802236,-33.5777846,3679,22:10:00,02,PUENTE ALTO,65,40,1,1,1,27,3,1,2,1,1,0,0,0,0,02,27
3127,-70.695335,-33.483383,3680,22:30:00,02,CERRILLOS,10,10,1,11,2,53,3,2,1,1,1,0,0,0,0,02,1
3128,-70.755653,-33.459507,3681,23:55:00,02,PUDAHUEL,31,30,1,1,4,24,3,1,1,1,1,0,1,0,0,02,26
3129,-70.6574265,-33.495219,20027,15:30:00,02,SAN MIGUEL,10,10,1,23,2,53,1,1,1,7,1,0,1,0,0,02,34
3130,-70.7611417,-33.4277236,20063,00:30:00,02,CERRO NAVIA,10,10,1,1,2,55,2,2,1,1,1,1,0,0,0,02,2
3131,-70.7572464,-33.5069892,20141,16:45:00,02,MAIPU,33,30,1,11,1,28,3,2,1,1,1,0,0,0,0,02,20
3132,-70.5703011,-33.4000273,20154,21:50:00,02,LAS CONDES,10,10,1,26,14,98,2,2,1,1,1,0,1,0,0,02,15
3133,-70.7042135,-33.5588397,20188,02:30:00,02,SAN BERNARDO,62,40,1,2,1,27,2,2,1,1,1,0,0,0,0,02,32
3134,-70.7650093,-33.2168172,20197,11:30:00,02,COLINA,99,99,2,1,13,97,2,6,1,0,1,0,0,0,1,02,3
3135,-70.554895,-33.6034381,21217,13:00:00,02,PUENTE ALTO,61,40,1,11,1,27,2,1,2,1,1,0,0,0,0,02,27
3136,-70.6014937,-33.4182887,21221,00:50:00,02,PROVIDENCIA,31,30,1,1,1,27,1,2,1,1,1,0,0,0,0,02,25
3137,-70.7140874,-33.4022066,21354,06:00:00,02,RENCA,50,40,1,1,14,98,1,1,1,1,1,0,0,0,0,02,31
3138,-70.673882,-33.496204,3682,00:20:00,02,PEDRO AGUIRRE CERDA,20,20,1,1,3,43,3,2,1,1,1,0,0,0,0,02,22
3139,-70.729446,-33.438049,3683,00:30:00,02,LO PRADO,34,30,1,15,10,64,2,2,1,1,1,0,0,0,3,02,18
3140,-70.620293,-33.485344,3684,01:50:00,02,SAN JOAQUIN,32,30,1,1,13,97,2,2,1,1,1,0,0,0,0,02,33
3141,-70.510216,-33.351513,3685,03:25:00,02,LO BARNECHEA,51,40,1,11,4,21,2,1,1,1,1,0,0,0,0,02,16
3142,-70.583633,-33.569412,3686,08:20:00,02,PUENTE ALTO,32,30,1,1,13,97,3,2,1,1,1,0,0,1,0,02,27
3143,-70.583633,-33.569412,3687,08:20:00,02,PUENTE ALTO,32,30,1,1,1,27,3,1,2,1,1,0,0,1,0,02,27
3144,-70.664345,-33.386295,3688,09:00:00,02,CONCHALI,32,30,1,11,13,97,2,1,2,1,1,0,0,0,0,02,4
3145,-70.663406,-33.495049,3689,09:00:00,02,PEDRO AGUIRRE CERDA,32,30,1,1,1,27,1,2,1,1,1,0,0,0,0,02,22
3146,-70.615974,-33.437496,3690,09:30:00,02,PROVIDENCIA,65,40,1,1,1,27,1,2,1,1,1,0,0,0,0,02,25
3147,-70.5783,-33.605999,3691,10:30:00,02,PUENTE ALTO,34,30,1,11,10,62,2,1,1,1,1,0,0,0,1,02,27
3148,-70.658623,-33.529243,3692,10:45:00,02,LA CISTERNA,34,30,1,14,10,65,2,1,1,1,1,0,0,0,2,02,9
3149,-70.572021,-33.406258,3693,10:45:00,02,LAS CONDES,99,99,1,26,14,98,2,1,1,1,1,0,0,0,1,02,15
3150,-70.744359,-33.497731,3694,11:30:00,02,MAIPU,32,30,1,11,9,95,2,2,1,1,1,0,0,0,1,02,20
3151,-70.589943,-33.510338,3695,11:30:00,02,PEÑALOLEN,31,30,1,11,1,91,1,2,1,1,1,0,0,0,0,02,23
3152,-70.598259,-33.579861,3696,12:00:00,02,PUENTE ALTO,51,40,1,26,13,97,3,2,2,1,1,0,0,0,0,02,27
3153,-70.515266,-33.357578,3697,12:06:00,02,LO BARNECHEA,34,30,1,1,13,97,2,1,1,1,1,0,0,0,0,02,16
3154,-70.627327,-33.600002,3698,12:30:00,02,LA PINTANA,33,30,1,14,13,97,3,2,1,1,1,0,0,0,0,02,12
3155,-70.772194,-33.538208,3699,12:35:00,02,MAIPU,30,30,1,1,14,98,1,1,1,1,1,0,0,0,1,02,20
3156,-70.575562,-33.601402,3700,13:45:00,02,PUENTE ALTO,31,30,1,1,1,27,2,1,1,1,1,0,0,0,0,02,27
3157,-70.743416,-33.51519,3701,14:30:00,02,MAIPU,31,30,1,16,1,27,2,2,1,1,1,0,0,0,1,02,20
3158,-70.638527,-33.393761,3702,15:20:00,02,RECOLETA,51,40,1,1,1,11,2,2,1,1,1,0,0,0,0,02,30
3159,-70.616203,-33.539864,3703,16:00:00,02,LA GRANJA,53,40,1,1,1,27,2,1,1,1,1,0,0,0,0,02,11
3160,-70.53727,-33.407654,3704,17:00:00,02,LAS CONDES,31,30,1,11,14,98,2,2,2,1,1,0,0,0,2,02,15
3161,-70.688492,-33.3895,3705,17:45:00,02,CONCHALI,10,10,1,1,2,56,3,2,1,1,1,1,0,0,0,02,4
3162,-70.757965,-33.440666,3706,18:00:00,02,PUDAHUEL,10,10,1,15,2,53,2,2,1,1,1,0,0,0,1,02,26
3163,-70.785263,-33.432678,3707,18:00:00,02,PUDAHUEL,63,40,1,1,1,27,2,2,1,1,1,0,0,0,1,02,26
3164,-70.612129,-33.537514,3708,18:00:00,02,LA GRANJA,70,70,1,1,1,27,2,1,1,1,1,0,1,0,0,02,11
3165,-70.764267,-33.4963,3709,18:20:00,02,MAIPU,33,30,1,14,1,27,1,1,1,1,1,0,0,0,0,02,20
3166,-70.574631,-33.510841,3710,19:00:00,02,PEÑALOLEN,31,30,1,1,1,27,3,2,1,1,1,0,0,0,0,02,23
3167,-70.551331,-33.579353,3711,19:20:00,02,PUENTE ALTO,33,30,1,11,1,28,2,1,2,1,1,0,0,0,0,02,27
3168,-70.738342,-33.503513,3712,19:30:00,02,CERRILLOS,34,30,1,1,1,29,3,2,1,1,1,0,0,0,0,02,1
3169,-70.720589,-33.421341,3713,19:30:00,02,CERRO NAVIA,66,40,1,1,13,97,1,1,1,1,1,0,0,0,0,02,2
3170,-70.649773,-33.455448,3714,19:45:00,02,SANTIAGO,64,40,1,4,1,27,1,2,1,1,1,0,0,0,1,02,36
3171,-70.754936,-33.374504,3715,20:00:00,02,QUILICURA,32,30,1,1,10,65,1,1,1,1,1,0,0,0,0,02,28
3172,-70.6713404,-33.5106407,3716,20:10:00,02,PEDRO AGUIRRE CERDA,10,10,1,1,2,51,1,2,1,1,1,0,0,0,0,02,22
3173,-70.6972541,-33.2415,3717,20:15:00,02,COLINA,67,40,1,1,13,97,2,1,1,1,1,0,0,0,3,02,3
3174,-70.649498,-33.391422,3718,22:00:00,02,RECOLETA,99,99,1,16,14,98,2,2,2,1,1,0,0,0,0,02,30
3175,-70.757179,-33.522121,3719,23:00:00,02,MAIPU,32,30,1,11,10,62,3,2,1,1,1,0,0,0,0,02,20
3176,-70.6228036,-33.4234836,20137,15:30:00,02,PROVIDENCIA,33,30,1,1,1,27,2,2,1,1,1,0,0,0,0,02,25
3177,-70.6642992,-33.4348044,21355,12:20:00,02,SANTIAGO,32,30,1,1,1,27,1,1,1,1,1,0,0,0,0,02,36
3178,-70.5038021,-33.3963698,21363,20:10:00,02,LAS CONDES,33,30,1,26,13,97,2,2,1,1,1,0,0,0,0,02,15
3179,-70.662605,-33.446445,3720,00:35:00,02,SANTIAGO,33,30,1,11,1,28,3,1,1,1,1,0,1,0,0,02,36
3180,-70.7052,-33.473358,3721,01:45:00,02,ESTACION CENTRAL,33,30,1,1,14,98,2,1,1,1,1,0,0,0,0,02,6
3181,-70.634949,-33.447121,3722,02:00:00,02,SANTIAGO,66,40,1,1,13,97,2,1,1,1,1,0,0,0,0,02,36
3182,-70.737953,-33.462936,3723,03:20:00,02,PUDAHUEL,31,30,1,11,10,62,3,1,1,1,1,0,0,0,1,02,26
3183,-70.658363,-33.567291,3724,06:00:00,02,EL BOSQUE,51,40,1,1,4,24,3,2,2,1,1,0,0,0,1,02,5
3184,-70.557518,-33.588818,3725,06:30:00,02,PUENTE ALTO,61,40,1,1,14,98,2,2,1,1,1,0,0,0,0,02,27
3185,-70.521492,-33.614525,3726,06:30:00,02,PUENTE ALTO,63,40,1,4,13,97,2,1,2,1,1,0,0,0,0,02,27
3186,-70.644608,-33.441303,3727,06:30:00,02,SANTIAGO,51,40,1,1,4,24,1,2,1,1,1,0,0,1,0,02,36
3187,-70.7573833,-33.4985846,3728,07:00:00,02,MAIPU,32,30,1,11,10,62,1,2,1,1,1,0,0,0,0,02,20
3188,-70.534462,-33.441833,3729,07:40:00,02,LA REINA,70,70,1,11,9,95,2,2,2,1,1,0,0,0,1,02,13
3189,-70.563171,-33.616287,3730,07:45:00,02,PUENTE ALTO,33,30,1,15,1,28,3,1,1,1,1,0,0,0,0,02,27
3190,-70.722313,-33.451744,3731,08:25:00,02,LO PRADO,32,30,1,11,1,29,3,2,1,1,1,0,0,0,1,02,18
3191,-70.649124,-33.425262,3732,08:50:00,02,RECOLETA,99,99,1,1,14,98,1,2,1,1,1,0,0,0,0,02,30
3192,-70.573586,-33.437832,3733,10:30:00,02,LA REINA,32,30,1,11,13,97,3,2,2,1,1,0,0,0,3,02,13
3193,-70.646278,-33.45483,3734,11:25:00,02,SANTIAGO,61,40,1,4,1,27,1,2,1,1,1,0,1,0,1,02,36
3194,-70.694969,-33.340607,3735,11:45:00,02,QUILICURA,33,30,1,1,12,1,1,1,1,1,1,0,0,0,0,02,28
3195,-70.62941,-33.48447,3736,12:20:00,02,SAN JOAQUIN,33,30,1,11,13,97,3,2,1,1,1,0,0,0,0,02,33
3196,-70.599289,-33.444614,3737,12:30:00,02,PROVIDENCIA,32,30,1,11,10,62,1,2,1,1,1,0,0,0,1,02,25
3197,-70.582497,-33.607338,3738,12:40:00,02,PUENTE ALTO,34,30,1,15,1,32,2,1,1,1,1,0,0,0,2,02,27
3198,-70.733841,-33.469254,3739,12:50:00,02,PUDAHUEL,33,30,1,26,13,97,1,2,2,1,1,0,0,0,0,02,26
3199,-70.59977,-33.456306,3740,14:00:00,02,ÑUÑOA,32,30,1,11,10,62,1,2,1,1,1,0,0,0,0,02,39
3200,-70.56501,-33.430935,3741,14:21:00,02,LAS CONDES,32,30,1,11,14,98,3,2,2,1,1,0,1,0,2,02,15
3201,-70.669426,-33.429096,3742,14:25:00,02,SANTIAGO,31,30,1,11,1,27,3,1,1,1,1,0,1,0,0,02,36
3202,-70.644646,-33.479633,3743,14:50:00,02,SAN MIGUEL,65,40,1,26,13,97,2,2,1,1,1,0,0,0,0,02,34
3203,-70.7076496,-33.456842,3744,15:00:00,02,LO PRADO,34,30,1,11,1,27,1,2,1,1,1,0,1,0,1,02,18
3204,-70.70546,-33.461807,3745,15:40:00,02,QUINTA NORMAL,32,30,1,15,13,97,2,2,1,1,1,0,0,1,0,02,29
3205,-70.649574,-33.586754,3746,17:00:00,02,LA PINTANA,33,30,1,11,13,97,2,2,1,1,1,0,0,0,1,02,12
3206,-70.697174,-33.455441,3747,18:20:00,02,ESTACION CENTRAL,30,30,1,26,1,28,3,2,2,1,1,0,0,0,0,02,6
3207,-70.718353,-33.51358,3748,19:00:00,02,CERRILLOS,33,30,1,11,1,28,3,2,1,1,1,0,0,0,0,02,1
3208,-70.6578761,-33.5431004,3749,19:10:00,02,LA CISTERNA,34,30,1,15,10,64,2,1,1,1,1,0,0,0,0,02,9
3209,-70.6435992,-33.4776675,3750,19:15:00,02,SAN MIGUEL,10,10,1,23,2,53,1,1,1,1,1,0,0,1,0,02,34
3210,-70.70546,-33.457352,3751,20:30:00,02,ESTACION CENTRAL,30,30,1,26,1,28,3,2,2,1,1,0,0,0,0,02,6
3211,-70.547478,-33.470039,3752,21:00:00,02,PEÑALOLEN,67,40,1,14,1,93,2,1,1,1,1,0,0,0,0,02,23
3212,-70.708328,-33.432522,3753,21:30:00,02,QUINTA NORMAL,32,30,1,4,14,98,2,2,2,1,1,0,0,0,1,02,29
3213,-70.672676,-33.559887,3754,21:35:00,02,EL BOSQUE,32,30,1,15,10,64,2,1,1,1,1,0,0,0,0,02,5
3214,-70.769928,-33.425804,3755,22:45:00,02,PUDAHUEL,31,30,1,1,4,24,2,2,1,1,1,0,1,0,0,02,26
3215,-70.70546,-33.457352,3756,22:45:00,02,ESTACION CENTRAL,30,30,1,26,13,97,3,2,2,1,1,0,0,0,0,02,6
3216,-70.613754,-33.474453,3757,23:00:00,02,MACUL,10,10,1,1,13,97,2,1,1,1,1,0,1,0,0,02,19
3217,-70.679977,-33.501381,3758,23:25:00,02,PEDRO AGUIRRE CERDA,32,30,1,1,1,27,2,2,1,1,1,0,1,0,0,02,22
3218,-70.7263927,-33.4010551,20019,14:25:00,02,RENCA,30,30,1,1,1,32,2,1,1,1,1,0,0,0,0,02,31
3219,-70.5564502,-33.4642263,21226,09:30:00,02,LA REINA,65,40,1,1,1,11,2,2,2,1,1,0,0,0,0,02,13
3220,-70.6791583,-33.3858599,22101,10:00:00,02,CONCHALI,10,10,1,1,13,97,1,1,1,1,1,0,0,0,1,02,4
3221,-70.6042188,-33.4192875,3759,00:30:00,02,PROVIDENCIA,32,30,1,11,10,62,1,2,1,1,1,0,0,0,0,02,25
3222,-70.6367808,-33.553542,3760,04:00:00,02,SAN RAMON,70,70,1,16,4,24,2,2,1,1,1,0,0,0,1,02,35
3223,-70.701042,-33.456348,3761,06:45:00,02,ESTACION CENTRAL,33,30,1,26,1,28,3,2,2,1,1,0,0,0,0,02,6
3224,-70.58886,-33.482941,3762,08:15:00,02,MACUL,69,40,1,1,13,97,2,1,1,1,1,0,0,0,0,02,19
3225,-70.641838,-33.469173,3763,08:30:00,02,SANTIAGO,63,40,1,4,1,27,1,2,1,1,1,0,0,0,0,02,36
3226,-70.53212,-33.50211,3764,09:10:00,02,PEÑALOLEN,51,40,1,1,9,95,2,1,1,1,1,0,0,0,0,02,23
3227,-70.723061,-33.490322,3765,10:07:00,02,CERRILLOS,61,40,1,11,1,27,3,2,1,1,1,0,0,0,0,02,1
3228,-70.681296,-33.5318064,3766,10:30:00,02,LA CISTERNA,63,40,1,15,1,28,1,1,1,1,1,0,0,0,0,02,9
3229,-70.5762866,-33.4690584,3767,11:00:00,02,PEÑALOLEN,33,30,1,1,1,28,1,4,2,1,1,0,0,0,0,02,23
3230,-70.673225,-33.453945,3768,11:00:00,02,SANTIAGO,99,99,1,26,14,98,1,2,1,1,1,0,0,0,0,02,36
3231,-70.644089,-33.511536,3769,11:15:00,02,SAN MIGUEL,31,30,1,26,13,97,3,2,1,1,1,0,0,0,0,02,34
3232,-70.652725,-33.431515,3770,11:30:00,02,INDEPENDENCIA,32,30,1,11,1,27,1,2,1,1,1,0,0,0,0,02,8
3233,-70.693321,-33.409454,3771,11:30:00,02,RENCA,30,30,1,1,11,67,2,1,1,1,1,0,0,1,0,02,31
3234,-70.676666,-33.450394,3772,11:40:00,02,SANTIAGO,70,70,1,1,9,95,3,2,2,3,1,0,0,0,1,02,36
3235,-70.660957,-33.400227,3773,11:40:00,02,INDEPENDENCIA,62,40,1,1,13,97,2,2,1,1,1,0,0,0,0,02,8
3236,-70.700462,-33.406639,3774,11:45:00,02,RENCA,50,40,1,1,14,98,1,1,1,1,1,0,0,0,0,02,31
3237,-70.582817,-33.418606,3775,11:50:00,02,LAS CONDES,99,99,1,26,14,98,2,1,1,1,4,0,0,0,0,02,15
3238,-70.6258601,-33.4318171,3776,12:12:00,02,PROVIDENCIA,32,30,1,1,13,97,1,2,1,1,1,0,0,0,1,02,25
3239,-70.540092,-33.451447,3777,12:15:00,02,LA REINA,63,40,1,11,1,27,3,2,2,1,1,0,0,0,0,02,13
3240,-70.674576,-33.364113,3778,12:30:00,02,HUECHURABA,32,30,1,14,10,65,2,1,1,1,1,0,2,0,1,02,7
3241,-70.569534,-33.580505,3779,13:15:00,02,PUENTE ALTO,63,40,1,26,13,97,3,1,2,1,1,0,0,0,0,02,27
3242,-70.580444,-33.387623,3780,13:30:00,02,VITACURA,32,30,1,14,10,65,2,2,1,1,1,0,0,0,2,02,38
3243,-70.708389,-33.322613,3781,13:40:00,02,QUILICURA,30,30,1,1,1,27,1,1,1,1,1,0,0,0,0,02,28
3244,-70.758362,-33.49852,3782,13:50:00,02,MAIPU,33,30,1,11,12,1,1,1,2,1,1,0,0,0,1,02,20
3245,-70.693321,-33.409454,3783,14:20:00,02,RENCA,30,30,1,1,10,66,2,1,1,1,1,0,0,0,1,02,31
3246,-70.615456,-33.387779,3784,14:30:00,02,HUECHURABA,10,10,1,15,1,27,3,1,1,1,1,0,0,0,1,02,7
3247,-70.572235,-33.443821,3785,15:15:00,02,LA REINA,33,30,1,1,14,98,2,2,1,1,1,0,0,0,0,02,13
3248,-70.624092,-33.507774,3786,16:00:00,02,SAN JOAQUIN,32,30,1,11,13,97,3,2,1,1,1,0,0,0,0,02,33
3249,-70.731834,-33.444569,3787,16:00:00,02,LO PRADO,51,40,1,15,9,95,2,2,1,1,1,0,0,0,0,02,18
3250,-70.574669,-33.616482,3788,17:00:00,02,PUENTE ALTO,34,30,1,1,1,27,1,1,1,1,1,0,0,0,0,02,27
3251,-70.576126,-33.599678,3789,17:05:00,02,PUENTE ALTO,34,30,1,1,1,32,3,1,1,1,1,0,0,0,0,02,27
3252,-70.634377,-33.434582,3790,17:15:00,02,PROVIDENCIA,32,30,1,1,1,11,1,2,1,1,1,0,0,0,1,02,25
3253,-70.670914,-33.370846,3791,17:30:00,02,CONCHALI,68,40,1,11,13,97,1,2,2,1,1,0,0,0,0,02,4
3254,-70.761421,-33.469852,3792,17:30:00,02,MAIPU,33,30,1,1,1,28,1,2,1,1,1,0,0,0,0,02,20
3255,-70.726555,-33.4785,3793,17:40:00,02,MAIPU,62,40,1,26,4,24,1,2,1,1,1,0,0,0,0,02,20
3256,-70.661942,-33.540707,3794,17:40:00,02,LA CISTERNA,34,30,1,14,10,65,2,1,1,1,1,0,0,0,0,02,9
3257,-70.662391,-33.4079615,3795,17:50:00,02,INDEPENDENCIA,32,30,1,15,1,27,2,2,1,1,1,0,1,0,0,02,8
3258,-70.642334,-33.46497,3796,18:05:00,02,SANTIAGO,10,10,1,4,2,53,1,2,1,1,1,0,1,0,0,02,36
3259,-70.688408,-33.378532,3797,18:10:00,02,CONCHALI,33,30,1,1,13,97,2,1,3,1,1,0,1,0,1,02,4
3260,-70.747253,-33.511635,3798,18:30:00,02,MAIPU,32,30,1,1,13,97,2,2,1,1,1,0,0,0,1,02,20
