X;Y;FID;Hora;Fecha;Comuna;Cód_Tipo_;Cód_Tipo1;Cód_Zona;Cód_Ubica;Cód_Causa;Cód_Cau_1;Cód_Calza;Cód__Tipo;Cód_Estad;Cód_Condi;Cód_Est_1;Fallecidos;Graves;Menos_Grav;Leves
-70.693825;-33.390476;411;00:10:00;2018/01/01 00:00:00+00;RENCA;10;10;1;3;2;51;2;2;1;1;1;0;0;0;1
-70.782501;-33.529778;416;00:40:00;2018/01/01 00:00:00+00;MAIPU;31;30;1;1;14;98;1;1;1;1;1;0;0;0;0
-70.574142;-33.635532;420;00:57:00;2018/01/01 00:00:00+00;PIRQUE;32;30;1;1;4;24;2;1;1;1;1;0;0;0;1
-70.711365;-33.398804;421;01:00:00;2018/01/01 00:00:00+00;RENCA;10;10;1;1;14;98;1;1;1;1;1;0;1;0;0
-70.73159;-33.362461;422;01:10:00;2018/01/01 00:00:00+00;QUILICURA;34;30;1;14;10;65;2;1;1;1;1;0;0;0;1
-70.739334;-33.450245;423;01:30:00;2018/01/01 00:00:00+00;PUDAHUEL;33;30;1;11;9;95;3;2;1;1;1;0;0;0;0
-70.535828;-33.477428;424;01:30:00;2018/01/01 00:00:00+00;PEÑALOLEN;33;30;1;11;1;28;3;1;1;1;1;0;0;0;0
-70.747139;-33.486191;425;02:00:00;2018/01/01 00:00:00+00;MAIPU;33;30;1;1;1;27;3;1;1;1;1;0;0;0;0
-70.625038;-33.457077;426;02:30:00;2018/01/01 00:00:00+00;ÑUÑOA;32;30;1;11;14;98;2;2;1;1;1;0;0;0;0
-70.757652;-33.461281;427;02:40:00;2018/01/01 00:00:00+00;PUDAHUEL;67;40;1;1;1;93;2;1;1;1;1;0;0;0;0
-70.66098;-33.449539;428;02:45:00;2018/01/01 00:00:00+00;SANTIAGO;63;40;1;1;1;27;1;1;1;1;1;0;0;0;0
-70.747139;-33.486191;429;02:50:00;2018/01/01 00:00:00+00;MAIPU;33;30;1;1;13;97;1;2;1;1;1;0;0;0;0
-70.6058396;-33.5567856;430;03:45:00;2018/01/01 00:00:00+00;LA FLORIDA;51;40;1;26;9;95;2;1;1;1;1;0;0;0;1
-70.591438;-33.448544;431;04:00:00;2018/01/01 00:00:00+00;ÑUÑOA;63;40;1;11;4;24;2;2;1;1;1;0;0;0;1
-70.677811;-33.450687;432;04:15:00;2018/01/01 00:00:00+00;ESTACION CENTRAL;10;10;1;26;2;52;3;2;2;2;2;0;1;0;0
-70.624115;-33.623562;433;04:55:00;2018/01/01 00:00:00+00;PUENTE ALTO;51;40;1;1;4;24;2;1;1;1;1;0;0;0;1
-70.668091;-33.505016;434;05:50:00;2018/01/01 00:00:00+00;SAN MIGUEL;32;30;1;26;13;97;2;2;1;9;1;0;0;0;0
-70.563009;-33.5852753;435;06:00:00;2018/01/01 00:00:00+00;PUENTE ALTO;63;40;1;11;13;97;2;1;1;1;1;0;0;0;1
-70.722572;-33.448437;436;06:50:00;2018/01/01 00:00:00+00;LO PRADO;33;30;1;11;4;24;3;2;1;1;1;0;0;0;0
-70.674713;-33.575424;437;07:20:00;2018/01/01 00:00:00+00;EL BOSQUE;51;40;1;1;9;95;3;1;1;1;1;0;2;0;0
-70.688393;-33.432552;438;07:35:00;2018/01/01 00:00:00+00;QUINTA NORMAL;34;30;1;11;10;62;2;2;1;1;1;0;0;0;2
-70.662155;-33.52935;439;07:50:00;2018/01/01 00:00:00+00;LA CISTERNA;31;30;1;11;10;62;3;1;1;1;1;0;0;0;0
-70.628769;-33.585571;440;08:00:00;2018/01/01 00:00:00+00;LA PINTANA;30;30;1;11;4;24;3;2;1;1;1;0;0;0;0
-70.641907;-33.480885;441;08:15:00;2018/01/01 00:00:00+00;SAN JOAQUIN;34;30;1;11;13;97;3;1;1;1;1;0;0;0;1
-70.597145;-33.436024;442;08:40:00;2018/01/01 00:00:00+00;PROVIDENCIA;51;40;1;4;4;24;2;2;1;1;1;0;1;0;2
-70.7481328;-33.4295818;443;08:50:00;2018/01/01 00:00:00+00;CERRO NAVIA;30;30;1;14;13;97;2;4;1;1;1;0;0;0;0
-70.734589;-33.469055;444;09:05:00;2018/01/01 00:00:00+00;PUDAHUEL;51;40;1;1;4;24;2;1;1;1;1;0;0;0;1
-70.596298;-33.644356;445;09:30:00;2018/01/01 00:00:00+00;PIRQUE;51;40;1;1;4;24;2;1;1;1;1;0;0;0;0
-70.740662;-33.431164;446;09:30:00;2018/01/01 00:00:00+00;CERRO NAVIA;33;30;1;1;1;27;2;4;1;9;1;0;0;1;2
-70.741463;-33.460361;447;09:50:00;2018/01/01 00:00:00+00;PUDAHUEL;62;40;1;1;9;95;2;1;1;1;1;0;0;0;0
-70.558929;-33.559078;448;10:15:00;2018/01/01 00:00:00+00;LA FLORIDA;32;30;1;26;10;62;2;2;1;1;1;0;0;0;0
-70.579346;-33.484394;449;12:00:00;2018/01/01 00:00:00+00;PEÑALOLEN;31;30;1;1;10;64;1;4;2;1;1;0;1;0;0
-70.591034;-33.614407;450;12:30:00;2018/01/01 00:00:00+00;PUENTE ALTO;33;30;1;11;14;98;2;1;1;1;2;0;0;0;0
-70.757385;-33.501236;451;12:35:00;2018/01/01 00:00:00+00;MAIPU;34;30;1;11;10;62;2;2;1;1;1;0;0;0;0
-70.723175;-33.444252;452;13:35:00;2018/01/01 00:00:00+00;LO PRADO;51;40;1;11;9;95;3;2;1;1;1;0;0;0;0
-70.5326289;-33.4842027;453;15:00:00;2018/01/01 00:00:00+00;PEÑALOLEN;51;40;1;1;4;24;2;1;1;1;1;0;0;0;0
-70.566757;-33.458855;458;17:00:00;2018/01/01 00:00:00+00;LA REINA;32;30;1;14;10;65;1;2;2;1;1;0;0;0;0
-70.661026;-33.470257;459;17:30:00;2018/01/01 00:00:00+00;SANTIAGO;32;30;1;15;1;27;1;1;1;1;1;0;0;0;0
-70.634117;-33.542652;460;17:40:00;2018/01/01 00:00:00+00;LA GRANJA;70;70;1;1;1;27;3;2;1;1;1;0;0;0;1
-70.693344;-33.392357;461;18:00:00;2018/01/01 00:00:00+00;RENCA;68;40;1;1;1;93;2;1;2;1;1;0;0;0;0
-70.733635;-33.400898;462;18:00:00;2018/01/01 00:00:00+00;RENCA;30;30;1;1;9;95;2;1;1;1;1;0;0;0;1
-70.575623;-33.506535;463;18:40:00;2018/01/01 00:00:00+00;PEÑALOLEN;31;30;1;1;1;91;2;2;2;1;1;0;0;0;1
-70.707016;-33.531132;464;19:25:00;2018/01/01 00:00:00+00;CERRILLOS;34;30;1;1;1;27;2;2;1;1;1;0;1;0;0
-70.579193;-33.4813;465;19:50:00;2018/01/01 00:00:00+00;MACUL;33;30;1;1;13;97;1;1;1;1;1;0;0;0;0
-70.619858;-33.631226;466;20:00:00;2018/01/01 00:00:00+00;PUENTE ALTO;51;40;1;1;9;95;2;2;1;1;1;0;0;0;0
-70.603889;-33.508644;467;20:00:00;2018/01/01 00:00:00+00;MACUL;10;10;1;1;14;98;2;1;1;1;1;0;0;0;1
-70.741531;-33.366035;468;20:15:00;2018/01/01 00:00:00+00;QUILICURA;63;40;1;1;1;27;2;1;1;1;1;0;0;0;1
-70.757179;-33.522121;469;22:00:00;2018/01/01 00:00:00+00;MAIPU;32;30;1;11;1;91;3;1;1;1;1;0;0;0;1
-70.775482;-33.524471;470;22:00:00;2018/01/01 00:00:00+00;MAIPU;10;10;1;11;13;97;2;1;1;1;1;0;0;0;1
-70.744003;-33.445671;471;22:30:00;2018/01/01 00:00:00+00;PUDAHUEL;20;20;1;11;3;41;2;2;1;1;1;0;1;0;0
-70.7989062;-33.5270835;22102;23:00:00;2018/01/01 00:00:00+00;MAIPU;32;30;1;1;1;27;3;1;1;1;1;0;0;0;0
-70.650772;-33.422836;454;10:00:00;2018/01/02 00:00:00+00;RECOLETA;32;30;1;1;1;27;1;2;1;1;1;0;0;0;0
-70.590698;-33.618607;455;10:05:00;2018/01/02 00:00:00+00;PUENTE ALTO;33;30;1;1;1;27;3;2;1;1;1;0;0;0;3
-70.5692339;-33.4706973;456;10:30:00;2018/01/02 00:00:00+00;PEÑALOLEN;70;70;1;11;9;95;3;1;1;1;1;0;1;0;0
-70.550392;-33.466408;457;10:30:00;2018/01/02 00:00:00+00;PEÑALOLEN;33;30;1;1;9;95;2;4;2;1;1;0;0;0;2
-70.693871;-33.454716;472;00:00:00;2018/01/02 00:00:00+00;ESTACION CENTRAL;70;70;1;26;12;6;3;2;2;1;1;0;0;0;2
-70.665955;-33.500404;473;00:10:00;2018/01/02 00:00:00+00;SAN MIGUEL;33;30;1;11;13;97;2;2;1;9;1;0;0;0;2
-70.632217;-33.576912;474;01:25:00;2018/01/02 00:00:00+00;LA PINTANA;30;30;1;16;13;97;2;2;1;1;1;0;0;0;0
-70.567871;-33.456764;475;03:30:00;2018/01/02 00:00:00+00;LA REINA;99;99;1;26;14;98;1;2;2;1;1;0;0;0;0
-70.626862;-33.604969;476;07:15:00;2018/01/02 00:00:00+00;LA PINTANA;67;40;1;1;13;97;3;2;1;1;1;0;0;0;0
-70.619347;-33.429886;477;07:30:00;2018/01/02 00:00:00+00;PROVIDENCIA;70;70;1;1;9;95;1;4;1;6;1;0;0;1;0
-70.710754;-33.558811;478;07:30:00;2018/01/02 00:00:00+00;SAN BERNARDO;20;20;1;1;3;41;2;2;1;1;1;0;0;0;1
-70.71843;-33.526939;479;07:40:00;2018/01/02 00:00:00+00;CERRILLOS;34;30;1;1;1;27;2;2;1;1;1;0;0;0;0
-70.652458;-33.377792;480;07:45:00;2018/01/02 00:00:00+00;MAIPU;33;30;1;1;1;27;1;1;1;1;1;0;0;0;0
-70.75061;-33.361156;481;07:50:00;2018/01/02 00:00:00+00;QUILICURA;31;30;1;1;1;23;3;1;1;1;1;0;0;0;0
-70.571548;-33.40728;482;08:00:00;2018/01/02 00:00:00+00;LAS CONDES;69;40;1;26;14;98;2;2;1;1;1;0;0;0;1
-70.728622;-33.453495;483;08:30:00;2018/01/02 00:00:00+00;LO PRADO;34;30;1;16;13;97;2;2;1;1;1;0;0;0;0
-70.595284;-33.41766;484;08:40:00;2018/01/02 00:00:00+00;LAS CONDES;34;30;1;26;14;98;2;2;1;1;1;0;0;0;0
-70.606461;-33.471272;485;08:50:00;2018/01/02 00:00:00+00;ÑUÑOA;32;30;1;14;1;27;1;2;1;1;1;0;0;0;1
-70.590469;-33.420433;486;09:30:00;2018/01/02 00:00:00+00;LAS CONDES;32;30;1;26;14;98;2;2;1;1;1;0;0;0;1
-70.753471;-33.483425;487;09:45:00;2018/01/02 00:00:00+00;MAIPU;33;30;1;1;1;28;3;2;1;1;1;0;0;0;0
-70.566872;-33.576324;488;20:35:00;2018/01/02 00:00:00+00;PUENTE ALTO;32;30;1;1;1;93;1;1;1;1;1;0;0;0;0
-70.6923303;-33.4339436;489;20:45:00;2018/01/02 00:00:00+00;QUINTA NORMAL;33;30;1;11;1;28;2;2;1;1;1;0;0;0;0
-70.7274749;-33.4126426;490;21:30:00;2018/01/02 00:00:00+00;RENCA;30;30;1;1;4;24;2;1;1;1;1;0;0;0;0
-70.763466;-33.441936;491;22:10:00;2018/01/02 00:00:00+00;PUDAHUEL;32;30;1;1;1;27;2;2;1;1;1;0;0;0;0
-70.506424;-33.361935;492;22:10:00;2018/01/02 00:00:00+00;LO BARNECHEA;33;30;1;1;1;27;1;1;1;1;1;0;0;0;0
-70.667328;-33.447891;493;22:10:00;2018/01/02 00:00:00+00;SANTIAGO;10;10;1;1;2;55;3;1;1;1;1;0;1;1;1
-70.680939;-33.281796;494;22:20:00;2018/01/02 00:00:00+00;COLINA;70;70;1;1;9;95;2;2;2;1;1;0;0;0;1
-70.736511;-33.443958;495;22:20:00;2018/01/02 00:00:00+00;LO PRADO;10;10;1;16;5;54;2;2;1;1;1;0;0;0;2
-70.506424;-33.361935;496;22:25:00;2018/01/02 00:00:00+00;LO BARNECHEA;52;40;1;1;14;98;1;1;1;1;1;0;0;0;1
-70.650337;-33.539948;497;11:00:00;2018/01/02 00:00:00+00;SAN RAMON;99;99;1;26;4;24;1;1;1;1;1;0;0;0;0
-70.624634;-33.439739;498;11:30:00;2018/01/02 00:00:00+00;PROVIDENCIA;33;30;1;1;1;28;1;2;1;1;1;0;1;0;0
-70.641556;-33.438507;499;11:40:00;2018/01/02 00:00:00+00;SANTIAGO;10;10;1;1;1;93;2;1;1;1;1;0;1;0;0
-70.593765;-33.424488;500;12:00:00;2018/01/02 00:00:00+00;PROVIDENCIA;31;30;1;1;1;91;2;2;1;1;1;0;0;0;0
-70.691391;-33.431816;501;13:00:00;2018/01/02 00:00:00+00;QUINTA NORMAL;63;40;1;1;14;98;1;2;1;1;1;0;0;0;0
-70.632805;-33.549522;502;13:30:00;2018/01/02 00:00:00+00;LA GRANJA;32;30;1;11;10;62;3;1;1;1;1;0;0;0;2
-70.602699;-33.41872;503;13:30:00;2018/01/02 00:00:00+00;PROVIDENCIA;61;40;1;1;13;97;1;2;2;1;1;0;0;0;0
-70.676743;-33.525627;504;14:40:00;2018/01/02 00:00:00+00;LA CISTERNA;52;40;1;14;1;28;2;2;1;1;1;0;0;0;0
-70.665199;-33.383804;505;15:25:00;2018/01/02 00:00:00+00;CONCHALI;10;10;1;1;13;97;2;1;2;1;1;0;0;1;0
-70.646271;-33.44273;506;15:30:00;2018/01/02 00:00:00+00;SANTIAGO;32;30;1;11;13;97;3;2;1;1;1;0;0;0;0
-70.573555;-33.631756;507;16:25:00;2018/01/02 00:00:00+00;PIRQUE;70;70;1;1;9;95;2;1;1;1;1;0;0;0;1
-70.580498;-33.458958;508;16:50:00;2018/01/02 00:00:00+00;ÑUÑOA;30;30;1;11;1;27;2;1;1;1;1;0;0;0;0
-70.663689;-33.499023;509;17:15:00;2018/01/02 00:00:00+00;SAN MIGUEL;51;40;1;26;13;97;2;2;1;1;1;0;0;0;0
-70.717979;-33.421772;510;17:16:00;2018/01/02 00:00:00+00;CERRO NAVIA;30;30;1;11;13;97;2;4;1;1;1;0;0;0;0
-70.757622;-33.495525;511;17:30:00;2018/01/02 00:00:00+00;MAIPU;20;20;1;1;13;97;3;1;1;1;1;0;0;0;1
-70.769928;-33.425804;512;17:30:00;2018/01/02 00:00:00+00;PUDAHUEL;33;30;1;14;1;27;2;2;1;1;1;0;0;0;0
-70.5762866;-33.4690584;513;17:49:00;2018/01/02 00:00:00+00;PEÑALOLEN;33;30;1;1;1;28;1;4;2;1;1;0;0;0;0
-70.657417;-33.393536;514;17:56:00;2018/01/02 00:00:00+00;RECOLETA;33;30;1;11;14;99;2;2;1;1;1;0;0;1;0
-70.5802236;-33.5777846;515;18:00:00;2018/01/02 00:00:00+00;PUENTE ALTO;32;30;1;1;1;11;3;1;1;1;1;0;0;0;0
-70.663719;-33.535267;516;18:05:00;2018/01/02 00:00:00+00;LA CISTERNA;33;30;1;11;1;28;3;1;1;1;1;0;0;0;0
-70.654724;-33.469288;517;18:20:00;2018/01/02 00:00:00+00;SANTIAGO;33;30;1;15;13;97;1;2;1;1;1;0;0;0;2
-70.718353;-33.51358;518;18:30:00;2018/01/02 00:00:00+00;CERRILLOS;33;30;1;1;1;28;1;2;1;1;1;0;0;0;0
-70.657791;-33.513714;519;18:30:00;2018/01/02 00:00:00+00;SAN MIGUEL;33;30;1;26;14;98;2;2;1;1;1;0;0;0;0
-70.6521253;-33.5448648;520;19:00:00;2018/01/02 00:00:00+00;SAN RAMON;70;70;1;1;1;29;2;2;2;1;1;0;0;0;1
-70.582863;-33.45488;521;19:00:00;2018/01/02 00:00:00+00;ÑUÑOA;20;20;1;11;14;98;3;2;1;1;1;0;1;0;0
-70.579491;-33.423553;522;19:00:00;2018/01/02 00:00:00+00;LAS CONDES;61;40;1;1;1;29;2;1;1;1;1;0;0;0;1
-70.579491;-33.423553;523;19:00:00;2018/01/02 00:00:00+00;LAS CONDES;31;30;1;1;13;97;2;1;2;1;1;0;0;0;1
-70.556595;-33.589294;524;19:30:00;2018/01/02 00:00:00+00;PUENTE ALTO;67;40;1;4;14;98;1;1;1;1;1;0;0;0;0
-70.705505;-33.492855;525;19:30:00;2018/01/02 00:00:00+00;CERRILLOS;34;30;1;21;1;32;2;2;1;1;1;0;0;0;0
-70.679153;-33.416264;526;19:30:00;2018/01/02 00:00:00+00;COLINA;51;40;1;1;13;97;2;2;1;1;1;0;0;0;3
-70.6756503;-33.5784513;527;23:20:00;2018/01/02 00:00:00+00;EL BOSQUE;63;40;1;1;1;27;3;1;1;1;1;0;0;0;2
-70.601631;-33.48748;528;23:30:00;2018/01/02 00:00:00+00;MACUL;10;10;1;1;4;24;2;1;1;1;1;0;1;0;0
-70.6903899;-33.5149989;20082;18:20:00;2018/01/02 00:00:00+00;LO ESPEJO;33;30;1;1;14;98;2;1;2;2;1;0;0;0;0
-70.7328043;-33.3677168;20180;19:55:00;2018/01/02 00:00:00+00;QUILICURA;32;30;1;11;1;27;2;1;1;1;1;0;0;0;0
-70.7509915;-33.5308017;21223;20:00:00;2018/01/02 00:00:00+00;MAIPU;33;30;1;1;1;28;2;1;1;1;1;0;0;0;0
-70.7173527;-33.5172485;21412;08:30:00;2018/01/02 00:00:00+00;CERRILLOS;99;99;1;1;14;98;3;2;1;1;1;0;0;0;0
-70.7487338;-33.3962048;22782;14:15:00;2018/01/02 00:00:00+00;RENCA;30;30;1;1;10;65;1;1;1;1;1;0;0;0;0
-70.591034;-33.614407;529;01:05:00;2018/01/03 00:00:00+00;PUENTE ALTO;33;30;1;11;1;27;2;1;1;1;2;0;0;0;1
-70.669418;-33.404034;530;07:40:00;2018/01/03 00:00:00+00;INDEPENDENCIA;40;99;1;1;14;98;2;2;2;1;1;0;0;0;0
-70.570465;-33.470459;531;08:10:00;2018/01/03 00:00:00+00;PEÑALOLEN;33;30;1;1;1;29;3;4;2;1;1;0;0;0;1
-70.7498779;-33.4867478;532;08:15:00;2018/01/03 00:00:00+00;MAIPU;10;10;1;11;1;27;3;1;1;1;1;0;1;0;0
-70.572632;-33.566887;533;08:15:00;2018/01/03 00:00:00+00;PUENTE ALTO;70;70;1;4;1;27;1;1;1;1;1;0;0;0;1
-70.56041;-33.417145;534;08:20:00;2018/01/03 00:00:00+00;LAS CONDES;63;40;1;26;14;98;2;2;1;1;1;0;0;0;1
-70.618515;-33.421986;535;08:20:00;2018/01/03 00:00:00+00;PROVIDENCIA;32;30;1;1;1;28;2;1;1;1;1;0;0;0;1
-70.618515;-33.421986;536;08:20:00;2018/01/03 00:00:00+00;PROVIDENCIA;33;30;1;1;13;97;1;2;1;1;1;0;0;0;1
-70.5528123;-33.4182526;537;08:50:00;2018/01/03 00:00:00+00;LAS CONDES;52;40;1;26;14;98;1;2;1;1;1;0;0;0;0
-70.626808;-33.611408;538;09:00:00;2018/01/03 00:00:00+00;LA PINTANA;33;30;1;11;13;97;2;2;1;1;1;0;0;0;0
-70.594864;-33.39579;539;09:10:00;2018/01/03 00:00:00+00;VITACURA;32;30;1;16;13;97;2;2;1;1;1;0;0;0;1
-70.681618;-33.482353;540;09:17:00;2018/01/03 00:00:00+00;PEDRO AGUIRRE CERDA;51;40;1;1;9;95;2;2;2;1;1;0;1;0;0
-70.539268;-33.481785;541;09:20:00;2018/01/03 00:00:00+00;PEÑALOLEN;33;30;1;16;1;27;2;1;1;1;1;0;0;0;2
-70.651482;-33.428608;542;09:30:00;2018/01/03 00:00:00+00;INDEPENDENCIA;10;10;1;11;14;99;1;2;1;1;1;0;0;0;1
-70.557281;-33.556011;543;10:00:00;2018/01/03 00:00:00+00;PUENTE ALTO;67;40;1;1;13;97;1;1;1;1;1;0;0;0;0
-70.703094;-33.403385;544;10:00:00;2018/01/03 00:00:00+00;RENCA;20;20;1;1;14;98;2;1;1;1;1;0;1;0;0
-70.64769;-33.180485;545;10:05:00;2018/01/03 00:00:00+00;COLINA;32;30;1;1;1;29;2;2;1;1;1;0;0;0;0
-70.757401;-33.509026;546;10:30:00;2018/01/03 00:00:00+00;MAIPU;32;30;1;26;13;97;3;1;2;1;1;0;0;0;0
-70.6501705;-33.5362036;547;11:00:00;2018/01/03 00:00:00+00;LA CISTERNA;32;30;1;14;10;65;2;1;1;1;1;0;0;0;0
-70.67363;-33.201942;548;11:20:00;2018/01/03 00:00:00+00;COLINA;32;30;1;1;13;97;2;2;1;1;1;0;0;0;0
-70.67363;-33.201942;549;11:20:00;2018/01/03 00:00:00+00;COLINA;33;30;1;1;13;97;2;2;1;1;1;0;0;0;0
-70.637444;-33.375534;550;13:30:00;2018/01/03 00:00:00+00;HUECHURABA;10;10;1;1;1;27;3;2;1;1;1;0;0;0;1
-70.6736739;-33.4493213;551;14:13:00;2018/01/03 00:00:00+00;SANTIAGO;10;10;1;1;2;55;3;1;1;1;1;0;1;0;0
-70.597237;-33.407413;552;14:30:00;2018/01/03 00:00:00+00;LAS CONDES;32;30;1;26;14;98;2;2;1;1;1;0;0;0;0
-70.673714;-33.552361;553;15:00:00;2018/01/03 00:00:00+00;EL BOSQUE;34;30;1;1;1;32;3;1;1;1;1;0;0;0;1
-70.561035;-33.502163;554;16:00:00;2018/01/03 00:00:00+00;PEÑALOLEN;32;30;1;14;10;65;2;1;1;1;1;0;0;0;0
-70.560631;-33.466469;555;16:00:00;2018/01/03 00:00:00+00;PEÑALOLEN;33;30;1;1;1;27;2;4;2;1;1;0;0;0;0
-70.738342;-33.503513;556;16:30:00;2018/01/03 00:00:00+00;CERRILLOS;32;30;1;1;13;97;1;2;1;1;1;0;0;0;0
-70.744423;-33.504143;557;16:30:00;2018/01/03 00:00:00+00;MAIPU;51;40;1;1;13;97;2;1;1;1;1;0;0;0;1
-70.664818;-33.538818;558;17:20:00;2018/01/03 00:00:00+00;LA CISTERNA;32;30;1;11;1;28;3;1;1;1;1;0;0;0;0
-70.707016;-33.531132;559;17:30:00;2018/01/03 00:00:00+00;CERRILLOS;34;30;1;1;1;27;2;2;1;1;1;0;0;0;1
-70.685463;-33.459068;560;17:40:00;2018/01/03 00:00:00+00;ESTACION CENTRAL;33;30;1;16;1;28;2;1;1;1;1;0;0;0;0
-70.730347;-33.419621;561;17:40:00;2018/01/03 00:00:00+00;CERRO NAVIA;31;30;1;1;1;27;2;2;1;1;1;0;0;0;1
-70.8253384;-33.4370372;562;17:45:00;2018/01/03 00:00:00+00;PUDAHUEL;32;30;1;1;1;11;2;1;1;1;1;0;0;0;0
-70.572906;-33.406319;563;18:30:00;2018/01/03 00:00:00+00;LAS CONDES;32;30;1;26;14;98;2;2;1;1;1;0;1;0;0
-70.63652;-33.445156;564;18:30:00;2018/01/03 00:00:00+00;SANTIAGO;33;30;1;11;13;97;1;2;1;1;1;0;0;0;0
-70.59063;-33.510048;565;18:30:00;2018/01/03 00:00:00+00;LA FLORIDA;33;30;1;1;1;28;2;2;1;1;1;0;0;0;0
-70.645393;-33.458664;566;18:50:00;2018/01/03 00:00:00+00;SANTIAGO;33;30;1;11;13;97;3;2;1;1;1;0;0;0;0
-70.618011;-33.440807;567;19:00:00;2018/01/03 00:00:00+00;PROVIDENCIA;32;30;1;1;13;97;1;2;1;1;1;0;0;0;1
-70.617409;-33.415443;568;19:00:00;2018/01/03 00:00:00+00;PROVIDENCIA;33;30;1;1;1;28;1;1;1;1;1;0;0;0;1
-70.601669;-33.540993;569;19:10:00;2018/01/03 00:00:00+00;LA FLORIDA;32;30;1;1;14;98;2;1;1;1;1;0;0;0;0
-70.645958;-33.434837;570;19:10:00;2018/01/03 00:00:00+00;SANTIAGO;32;30;1;11;1;27;2;1;1;1;1;0;0;0;0
-70.643974;-33.469303;571;19:30:00;2018/01/03 00:00:00+00;SANTIAGO;33;30;1;11;13;97;1;2;1;1;1;0;0;0;0
-70.659416;-33.442356;572;19:30:00;2018/01/03 00:00:00+00;SANTIAGO;33;30;1;1;1;27;1;1;1;1;1;0;0;0;1
-70.626884;-33.457348;573;19:40:00;2018/01/03 00:00:00+00;ÑUÑOA;33;30;1;1;1;28;1;1;1;1;1;0;0;0;1
-70.5811845;-33.488121;574;19:55:00;2018/01/03 00:00:00+00;MACUL;70;70;1;1;14;98;2;1;1;1;1;0;0;0;1
-70.554413;-33.47361;575;20:00:00;2018/01/03 00:00:00+00;PEÑALOLEN;33;30;1;11;1;27;3;1;1;1;1;0;0;0;0
-70.689262;-33.459118;576;20:20:00;2018/01/03 00:00:00+00;ESTACION CENTRAL;31;30;1;11;10;62;2;1;1;1;1;0;0;0;0
-70.8065464;-33.2362418;577;20:30:00;2018/01/03 00:00:00+00;LAMPA;33;30;2;1;1;27;2;2;1;1;1;0;0;0;0
-70.676521;-33.494152;578;20:30:00;2018/01/03 00:00:00+00;PEDRO AGUIRRE CERDA;69;40;1;11;14;98;3;2;1;1;1;0;0;0;0
-70.605858;-33.460587;579;20:34:00;2018/01/03 00:00:00+00;ÑUÑOA;32;30;1;11;14;98;2;2;1;1;1;0;0;0;0
-70.626808;-33.611408;580;20:45:00;2018/01/03 00:00:00+00;LA PINTANA;30;30;1;11;13;97;3;2;1;1;1;0;1;0;0
-70.742859;-33.490589;581;21:30:00;2018/01/03 00:00:00+00;MAIPU;10;10;1;26;12;1;2;1;1;1;1;0;0;0;1
-70.664818;-33.538818;582;21:30:00;2018/01/03 00:00:00+00;LA CISTERNA;51;40;1;11;12;1;3;1;1;1;1;0;0;0;0
-70.586777;-33.406822;583;21:50:00;2018/01/03 00:00:00+00;LAS CONDES;99;99;1;26;14;98;2;2;1;1;1;0;0;0;1
-70.6391323;-33.4175193;584;21:55:00;2018/01/03 00:00:00+00;RECOLETA;31;30;1;26;1;29;2;2;2;1;1;0;0;0;1
-70.629593;-33.507149;585;22:00:00;2018/01/03 00:00:00+00;SAN JOAQUIN;33;30;1;1;13;97;3;1;1;1;1;0;0;0;0
-70.603432;-33.537605;586;22:10:00;2018/01/03 00:00:00+00;LA FLORIDA;33;30;1;1;14;98;3;1;1;1;1;0;0;0;1
-70.6916409;-33.4269766;587;23:00:00;2018/01/03 00:00:00+00;QUINTA NORMAL;32;30;1;1;14;98;3;2;1;1;1;0;0;0;0
-70.538506;-33.451733;588;23:15:00;2018/01/03 00:00:00+00;LA REINA;32;30;1;1;1;11;3;1;2;1;1;0;0;0;0
-70.573265;-33.535622;589;23:20:00;2018/01/03 00:00:00+00;LA FLORIDA;63;40;1;26;12;1;1;2;1;1;1;0;0;0;0
-70.7293455;-33.3578256;590;23:30:00;2018/01/03 00:00:00+00;QUILICURA;34;30;1;11;10;62;2;1;1;1;1;0;0;0;2
-70.6073838;-33.4195084;20036;23:18:00;2018/01/03 00:00:00+00;PROVIDENCIA;32;30;1;1;13;97;1;2;1;1;1;0;0;0;0
-70.6173199;-33.491599;20840;19:30:00;2018/01/03 00:00:00+00;MACUL;70;70;1;1;13;97;2;1;1;1;1;0;0;0;1
-70.7141546;-33.4562613;21246;18:00:00;2018/01/03 00:00:00+00;LO PRADO;63;40;1;15;1;28;2;2;1;1;1;0;0;0;0
-70.7989062;-33.5270835;21490;10:30:00;2018/01/03 00:00:00+00;MAIPU;70;70;1;1;9;95;3;2;1;1;1;0;0;0;0
-70.610268;-33.377308;591;00:00:00;2018/01/04 00:00:00+00;HUECHURABA;31;30;1;1;1;14;2;2;1;1;1;0;1;0;0
-70.736832;-33.452976;592;01:30:00;2018/01/04 00:00:00+00;LO PRADO;51;40;1;16;4;24;3;2;1;1;1;0;0;0;2
-70.572556;-33.458942;593;01:35:00;2018/01/04 00:00:00+00;ÑUÑOA;30;30;1;1;4;24;2;1;1;1;1;0;0;0;0
-70.534122;-33.3837939;594;02:23:00;2018/01/04 00:00:00+00;VITACURA;51;40;1;26;4;24;2;2;1;1;1;0;0;0;1
